# Originator: me
# Number of profiles: 36
# Creation time: Fri Oct 11 09:49:55 2013
#            time   conductivity    temperature       pressure          pitch           roll          speed profile_number
#               s          mS/cm              C           dbar            rad            rad            m/s              -
1369020123.53186035    47.41960049    15.18809986    41.13999844    -0.53231609    -0.01968929     0.42240584             16
1369020125.52966309    47.41049767    15.18099976    41.70000076    -0.52653993    -0.01473829     0.43188401             16
1369020127.53336287    47.40369797    15.17700005    42.23999977    -0.52483745    -0.01139153     0.44119746             16
1369020129.53491211    47.39520073    15.17169952    42.77999878    -0.52732725    -0.00973166     0.45021725             16
1369020131.53305054    47.34109879    15.13360023    43.31999779    -0.53023173    -0.00663119     0.45420874             16
1369020133.53408813    47.29420185    15.09029961    43.86000156    -0.53353719    -0.00167300     0.45073101             16
1369020135.52474976    47.23909855    15.04699993    44.40999985    -0.53556516     0.00199624     0.44214090             16
1369020137.53861189    47.19560146    15.00979996    44.94999886    -0.53474018     0.00282122     0.42178040             16
1369020139.52474976    47.16899872    14.99149990    45.50000191    -0.53266375     0.00405345     0.41118652             16
1369020141.53238630    47.12629795    14.95409966    46.05000019    -0.52436660     0.00737232     0.44614468             16
1369020143.59348249    47.14109898    14.95870018    46.59999847    -0.51661748     0.01033610     0.47467885             16
1369020145.53058577    47.15020180    14.96739960    47.14000225    -0.51661748     0.00907627     0.43652570             16
1369020147.53167725    47.12639809    14.95240021    47.67000198    -0.51661748     0.00740157     0.38580824             16
1369020149.53195190    47.10420132    14.92850018    48.18999767    -0.52218168     0.00450834     0.39361766             16
1369020151.53292847    47.09899902    14.92420006    48.72000217    -0.52961523     0.00120454     0.42105345             16
1369020153.53094482    47.06089973    14.89389992    49.26000118    -0.53285378    -0.00158505     0.40980516             16
1369020155.53021955    47.06170082    14.88759995    49.79000092    -0.53369849    -0.00411924     0.37582848             16
1369020157.52951765    47.05800056    14.88570023    50.32999992    -0.53226103    -0.00704568     0.39279195             16
1369020159.53247786    47.07310200    14.89610004    50.86999893    -0.52876507    -0.01054165     0.45448586             16
1369020161.59082031    47.06850052    14.89249992    51.40999794    -0.52794416    -0.01435415     0.46837383             16
1369020163.53229475    47.04979897    14.87530041    51.95000172    -0.52920627    -0.01750939     0.44521695             16
1369020165.57633162    47.03919888    14.86559963    52.49000072    -0.52940841    -0.02123687     0.42055390             16
1369020167.52860212    47.06890106    14.88109970    53.02999973    -0.52279384    -0.02289052     0.42362373             16
1369020169.52584839    47.05530167    14.86900043    53.56999874    -0.51682182    -0.02443461     0.42481367             16
1369020171.53061628    47.05130100    14.86310005    54.08999920    -0.52007044    -0.02443461     0.39815992             16
1369020173.53384399    47.05019951    14.86170006    54.60999966    -0.52362421    -0.02437530     0.36966921             16
1369020175.52622175    47.05309868    14.86250019    55.13000011    -0.52576891    -0.01937097     0.40831571             16
1369020177.53330183    47.06240177    14.86470032    55.65000057    -0.52851923    -0.01295355     0.45787502             16
1369020179.58493042    47.08250046    14.87829971    56.18000031    -0.52955772    -0.01149435     0.42220405             16
1369020181.53063965    47.08079815    14.87730026    56.70000076    -0.53017483    -0.01087725     0.38690217             16
1369020183.56811523    47.07990170    14.87520027    57.22000122    -0.52974947    -0.00798010     0.37461233             16
1369020185.53189087    47.08459854    14.87779999    57.75000095    -0.52795469    -0.00259579     0.39815145             16
1369020187.52896118    47.07719803    14.87269974    58.28000069    -0.52467308     0.00144980     0.42529717             16
1369020189.52463484    47.05560207    14.85420036    58.81000042    -0.52134608     0.00344600     0.44704830             16
1369020191.52854109    47.05490112    14.85159969    59.32000160    -0.51964593     0.00523599     0.45705324             16
1369020193.52942610    47.05460072    14.85089970    59.85000134    -0.52251595     0.00523599     0.43580643             16
1369020195.53186035    47.05230236    14.84879971    60.38000107    -0.52513754     0.00420304     0.42032250             16
1369020197.52603149    47.04760075    14.84309959    60.91000080    -0.52447271     0.00087889     0.43787143             16
1369020199.52826643    47.04170227    14.83870029    61.44999981    -0.52367884    -0.00373081     0.45856082             16
1369020201.63598633    47.03499794    14.83279991    61.97000027    -0.52551208    -0.00923059     0.40409466             16
1369020203.53091431    47.02260017    14.82149982    62.51999855    -0.52693852    -0.01350994     0.36171468             16
1369020205.52957869    47.01680183    14.81639957    63.04999828    -0.52483514    -0.00795121     0.38619965             16
1369020207.53213501    47.01330185    14.81270027    63.59000206    -0.52241875    -0.00150747     0.41725102             16
1369020209.53265381    47.00850010    14.80900002    64.13000107    -0.51932535     0.00000000     0.43638847             16
1369020211.53418684    47.00469971    14.80459976    64.66000080    -0.51643763     0.00000000     0.44995061             16
1369020213.53134871    47.00369835    14.80360031    65.19999981    -0.51797015    -0.00103267     0.44170063             16
1369020215.52993774    47.00210094    14.80160046    65.72999954    -0.52200311    -0.00237699     0.42138974             16
1369020217.52664185    47.00019836    14.79880047    66.25999928    -0.52534413    -0.00313402     0.41151973             16
1369020219.62661743    46.99779987    14.79609966    66.81000233    -0.52534413    -0.00222034     0.42934068             16
1369020221.53100586    46.99520111    14.79349995    67.35000134    -0.52391702    -0.00269673     0.43655370             16
1369020223.53061628    46.99170113    14.79080009    67.89999962    -0.51841217    -0.00636663     0.42863868             16
1369020225.53411865    46.97299957    14.77320004    68.43999863    -0.51509979    -0.00865076     0.42385548             16
1369020227.53488159    46.95990086    14.75949955    68.96999836    -0.51783819    -0.00773796     0.42754521             16
1369020229.53414917    46.95799828    14.75720024    69.49999809    -0.52002978    -0.00700743     0.43049817             16
1369020231.53189087    46.95640087    14.75660038    70.05000114    -0.51922964    -0.00522441     0.43353381             16
1369020233.57254744    46.94729805    14.75020027    70.59000015    -0.51836276    -0.00358815     0.43596750             16
1369020235.52524519    46.93059921    14.73480034    71.12999916    -0.51836276    -0.00491737     0.42972587             16
1369020237.60251570    46.92780018    14.73089981    71.66999817    -0.51836276    -0.00674805     0.42112952             16
1369020239.52524519    46.92629814    14.73029995    72.21000195    -0.51894679    -0.00581327     0.41740771             16
1369020241.53158569    46.92490101    14.72879982    72.74000168    -0.51983870    -0.00402947     0.41339666             16
1369020243.53055525    46.92389965    14.72789955    73.28999996    -0.52049691    -0.00426827     0.42078012             16
1369020245.52786255    46.92329884    14.72749996    73.83999825    -0.52141385    -0.00610213     0.44105003             16
1369020247.71536970    46.92170143    14.72649956    74.38000202    -0.51993807    -0.00650247     0.44928519             16
1369020249.52933455    46.91880226    14.72420025    74.93000031    -0.51708851    -0.00579008     0.44707946             16
1369020251.56433821    46.91750050    14.72239971    75.46999931    -0.51523484    -0.00414787     0.43750605             16
1369020253.52640486    46.91659927    14.72179985    75.99999905    -0.51589786    -0.00215883     0.42314233             16
1369020255.58252668    46.91649914    14.72179985    76.55000210    -0.51701128    -0.00039381     0.41238874             16
1369020257.53626204    46.91599846    14.72039986    77.09000111    -0.51843967    -0.00182221     0.42993046             16
1369020259.53405762    46.91589832    14.72109985    77.63000011    -0.51994381    -0.00340851     0.45008513             16
1369020261.52902222    46.91569805    14.72089958    78.17999840    -0.51861895    -0.00274607     0.44738354             16
1369020263.52874756    46.91539764    14.72060013    78.73000145    -0.51678426    -0.00182872     0.44364237             16
1369020265.70127058    46.91420078    14.71959972    79.27000046    -0.51493337    -0.00090328     0.43113494             16
1369020267.52905273    46.91329956    14.71879959    79.80999947    -0.51352371    -0.00019846     0.42095044             16
1369020269.54965210    46.91229820    14.71790028    80.34999847    -0.51384409     0.00000000     0.42660989             16
1369020271.53561401    46.91120148    14.71660042    80.88999748    -0.51450739     0.00000000     0.43449498             16
1369020273.57183838    46.90949917    14.71529961    81.45000458    -0.51487213    -0.00107746     0.45973201             16
1369020275.52652693    46.90660000    14.71220016    81.97999954    -0.51487213    -0.00247017     0.48674867             16
1369020277.53564453    46.90519810    14.71080017    82.53000259    -0.51644073    -0.00349066     0.48388317             16
1369020279.53564453    46.90390110    14.70940018    83.07000160    -0.51909660    -0.00349066     0.44551382             16
1369020281.53213501    46.90199852    14.70860004    83.62000465    -0.52071971    -0.00326391     0.41525021             16
1369020283.67358398    46.89919949    14.70580006    84.18000221    -0.51612594    -0.00234516     0.45400455             16
1369020285.52951765    46.89770222    14.70470047    84.72000122    -0.51278584    -0.00163168     0.47422884             16
1369020287.53028059    46.89630032    14.70339966    85.27000427    -0.51003290    -0.00071403     0.43323241             16
1369020289.53784180    46.89390182    14.70129967    85.81999779    -0.50804573    -0.00005164     0.40363966             16
1369020291.53934431    46.89119816    14.69890022    86.35999680    -0.50962527     0.00086723     0.43677327             16
1369020293.53531599    46.89020157    14.69769955    86.90999985    -0.51099010     0.00154965     0.46466140             16
1369020295.52628279    46.88849926    14.69639969    87.46000290    -0.51326855     0.00237436     0.46211916             16
1369020297.53446150    46.88779831    14.69530010    88.00999641    -0.51574059     0.00319837     0.44831378             16
1369020299.53159285    46.88700199    14.69519997    88.55999947    -0.51661748     0.00236798     0.44747749             16
1369020301.58984375    46.88590050    14.69369984    89.11999702    -0.51661748     0.00071654     0.45345079             16
1369020303.53226423    46.88539982    14.69410038    89.67000008    -0.51566317    -0.00095430     0.44226756             16
1369020305.53079224    46.88389778    14.69229984    90.22000313    -0.51398918    -0.00262828     0.41810416             16
1369020307.53122663    46.88220024    14.69130039    90.76999664    -0.51235287    -0.00349066     0.41179907             16
1369020309.52978516    46.88059807    14.68929958    91.31999969    -0.51072701    -0.00349066     0.42470441             16
1369020311.54752302    46.87580109    14.68589973    91.87000275    -0.51019977    -0.00377246     0.44783242             16
1369020313.56671143    46.86240196    14.67490005    92.41000175    -0.51184874    -0.00459696     0.49016592             16
1369020315.52945662    46.85729980    14.66969967    92.95999527    -0.51310641    -0.00522580     0.52245383             16
1369020317.52883911    46.85520172    14.66769981    93.50000381    -0.51477434    -0.00441222     0.43955289             16
1369020319.58499146    46.85329914    14.66600037    94.06000137    -0.51642945    -0.00358467     0.35574623             16
1369020321.52865601    46.85219765    14.66569996    94.60000038    -0.51361577    -0.00274023     0.41561357             16
1369020323.52857161    46.85120106    14.66479969    95.15999794    -0.51032226    -0.00191685     0.49174692             16
1369020325.53262329    46.84679985    14.66170025    95.71000099    -0.50963616    -0.00239917     0.47808179             16
1369020327.53760481    46.84549809    14.65989971    96.25000000    -0.50963616    -0.00324920     0.43969759             16
1369020329.53283691    46.84289932    14.65810013    96.80999756    -0.51138816    -0.00232266     0.44870132             16
1369020331.53128767    46.83990002    14.65550041    97.36000061    -0.51392168    -0.00063364     0.47748875             16
1369020333.54047346    46.83780193    14.65410042    97.91000366    -0.51537813     0.00050599     0.48357229             16
1369020335.56607056    46.83670044    14.65299988    98.47000122    -0.51620389     0.00133175     0.47587579             16
1369020337.64614868    46.83050156    14.64840031    99.02999878    -0.51574411     0.00087197     0.45700555             16
1369020339.53390503    46.82680130    14.64430046    99.58000183    -0.51450357    -0.00036856     0.43567752             16
1369020341.53070068    46.82370186    14.64239979   100.13999939    -0.51312679    -0.00174533     0.41706055             16
1369020343.53049421    46.82280064    14.64130020   100.69999695    -0.51312679    -0.00174533     0.44862059             16
1369020345.53665161    46.82209969    14.64050007   101.26999855    -0.51312679    -0.00172271     0.47776197             16
1369020347.57061768    46.82179928    14.63969994   101.82999611    -0.51312679    -0.00089241     0.45009197             16
1369020349.52933455    46.81950092    14.63850021   102.39000320    -0.51312679    -0.00004516     0.42185716             16
1369020351.52908325    46.81489944    14.63490009   102.95999527    -0.51079459     0.00000000     0.43932710             16
1369020353.53710938    46.79910183    14.62450027   103.52999687    -0.50831966     0.00000000     0.45946341             16
1369020355.60443830    46.78450108    14.61229992   104.09999847    -0.51144613     0.00000000     0.50296982             16
1369020357.52914429    46.76539898    14.59619999   104.65999603    -0.51558014     0.00000000     0.54950080             16
1369020359.55389404    46.76000118    14.59070015   105.24000168    -0.51288869     0.00124293     0.52284167             16
1369020361.52854109    46.74839973    14.58150005   105.81999779    -0.50926449     0.00245099     0.48558196             16
1369020363.53594971    46.73580170    14.57120037   106.40000343    -0.50555757     0.00319670     0.45215941             16
1369020365.55703735    46.73230171    14.56859970   106.96999550    -0.50387352     0.00235467     0.44827366             16
1369020367.53668213    46.72729969    14.56519985   107.53000259    -0.50348859     0.00174533     0.44818496             16
1369020369.53759766    46.71999931    14.55990028   108.10000420    -0.50679460     0.00174533     0.45898336             16
1369020371.53793335    46.70750141    14.54950047   108.68000031    -0.50907619     0.00160534     0.46470437             16
1369020373.56156111    46.63829803    14.50119972   109.25999641    -0.50574929     0.00077361     0.44355155             16
1369020375.52978516    46.57770157    14.44709969   109.82999802    -0.50275579    -0.00025235     0.42625052             16
1369020377.53940535    46.53969765    14.40960026   110.38000107    -0.50440379    -0.00437240     0.46500722             16
1369020379.53845930    46.50199890    14.38109970   110.93999863    -0.50600680    -0.00837994     0.50270554             16
1369020381.54983521    46.47990227    14.35980034   111.49999619    -0.50991201    -0.00722004     0.49798371             16
1369020383.53458357    46.46749973    14.34910011   112.04999924    -0.51318602    -0.00591043     0.49104436             16
1369020385.54006958    46.45269871    14.33860016   112.60999680    -0.51181439    -0.00574561     0.46654580             16
1369020387.53762817    46.43949986    14.32719994   113.17000389    -0.50687307    -0.00656916     0.43273127             16
1369020389.54248762    46.42029762    14.31130028   113.71999741    -0.50481536    -0.00864222     0.42846869             16
1369020391.55127668    46.41270161    14.30399990   114.27000046    -0.50566359    -0.01203509     0.45433079             16
1369020393.53742170    46.40029907    14.29599953   114.82000351    -0.50719795    -0.01255934     0.46917380             16
1369020395.53887939    46.38979912    14.28579998   115.36000252    -0.50976698    -0.00913395     0.46954077             16
1369020397.53512573    46.38339996    14.28190041   115.90000153    -0.51138145    -0.00615934     0.45473170             16
1369020399.55026960    46.36960030    14.26910019   116.45000458    -0.51138145    -0.00373955     0.41045681             16
1369020401.53271484    46.36250019    14.26280022   117.01000214    -0.51138145    -0.00182832     0.37548703             16
1369020403.52966309    46.35620117    14.25800037   117.55999565    -0.51056626    -0.00174533     0.44098571             16
1369020405.53704834    46.34950161    14.25230026   118.10999870    -0.50974366    -0.00174533     0.50861301             16
1369020407.53537703    46.34059906    14.24499989   118.66999626    -0.51180173    -0.00246719     0.48158218             16
1369020409.53790283    46.33329868    14.23729992   119.23000336    -0.51433619    -0.00331201     0.43960442             16
1369020411.54089355    46.33100033    14.23620033   119.77999687    -0.51423680    -0.00285533     0.42667794             16
1369020413.53704834    46.32530212    14.23169994   120.34999847    -0.51341855    -0.00203708     0.42146216             16
1369020415.53821516    46.31840229    14.22570038   120.92000008    -0.50997875    -0.00069598     0.45341213             16
1369020417.53125715    46.31519794    14.22220039   121.49000168    -0.50500823     0.00096087     0.50679524             16
1369020419.55282593    46.31209850    14.21959972   122.04999924    -0.50402751     0.00083022     0.50668666             16
1369020421.54861450    46.30959988    14.21759987   122.60999680    -0.50650826    -0.00082362     0.46081181             16
1369020423.53286743    46.30630016    14.21490002   123.17000389    -0.50877356    -0.00192188     0.43986817             16
1369020425.53768921    46.30259991    14.21140003   123.73000145    -0.51304161    -0.00277549     0.46222173             16
1369020427.53223372    46.30070210    14.20960045   124.30999756    -0.51594956    -0.00349066     0.47812441             16
1369020429.53653669    46.30020142    14.20940018   124.87000465    -0.51179276    -0.00349066     0.46053899             16
1369020431.53635359    46.29960060    14.20860004   125.45000076    -0.50789082    -0.00349066     0.44587064             16
1369020433.53494263    46.29930019    14.20829964   126.00999832    -0.50789082    -0.00349066     0.46867047             16
1369020435.53295898    46.29940033    14.20839977   126.57999992    -0.50789082    -0.00349066     0.49170086             16
1369020437.54083252    46.29749775    14.20650005   127.13999748    -0.50952713    -0.00267250     0.45802603             16
1369020439.53427839    46.29630089    14.20600033   127.70000458    -0.51118103    -0.00184554     0.42314722             16
1369020441.56610107    46.29459858    14.20390034   128.26999664    -0.50846852    -0.00174533     0.45730462             16
1369020443.53256226    46.29250050    14.20209980   128.83000374    -0.50592732    -0.00174533     0.49079020             16
1369020445.53710938    46.29179955    14.20129967   129.39999580    -0.50526887    -0.00174533     0.49827883             16
1369020447.58457136    46.28870010    14.19869995   129.96000290    -0.50689900    -0.00174533     0.47456937             16
1369020449.53958845    46.28479958    14.19540024   130.50999641    -0.50952439    -0.00174533     0.46207372             16
1369020451.53109741    46.27820015    14.19060040   131.07999802    -0.51364829    -0.00174533     0.46694558             16
1369020453.53156233    46.27620220    14.18669987   131.63999557    -0.51567391    -0.00174533     0.47110133             16
1369020455.53144026    46.26890182    14.18089962   132.22000122    -0.51231587    -0.00174533     0.47340764             16
1369020457.53863525    46.25199795    14.16639996   132.79000282    -0.50946994    -0.00257645     0.47256695             16
1369020459.53028059    46.23740196    14.15120029   133.35000038    -0.50863258    -0.00676323     0.45906079             16
1369020461.54148054    46.22139931    14.13599968   133.92000198    -0.50773172    -0.01015378     0.44687468             16
1369020463.59463501    46.21640205    14.13169956   134.46999550    -0.50604630    -0.00678297     0.44452238             16
1369020465.65078735    46.20669842    14.12450027   135.03999710    -0.50442106    -0.00342787     0.44253696             16
1369020467.53356934    46.20090008    14.11789989   135.59000015    -0.50503967    -0.00157208     0.45176150             16
1369020469.53259277    46.19880199    14.11559963   136.14000320    -0.50586868     0.00091495     0.46412370             16
1369020471.53396606    46.19949818    14.11600018   136.68999672    -0.48112266     0.00281013     0.49452086             16
1369020473.53793335    46.20019913    14.11639977   137.23999977    -0.44500487     0.00434706     0.53243829             16
1369020475.54157209    46.20480061    14.11730003   137.76000023    -0.33213495     0.00625422     0.49362356             16
1369020477.53558350    46.20729923    14.11289978   138.19000244    -0.11379786     0.00867123     0.34942936             16
1369020479.53991699    46.22449875    14.12090015   138.43000412     0.09093240     0.00950278     0.24419637             16
1369020481.54794312    46.22680187    14.12230015   138.40999603     0.26278075     0.00554314     0.25316648             16
1369020483.59460449    46.22109890    14.12090015   138.21000099     0.42548855     0.00158655     0.26236531             17
1369020485.54849958    46.20520115    14.11270046   137.93999672     0.39305420    -0.00084603     0.27148583             17
1369020487.60059309    46.19689941    14.10729980   137.67000198     0.35996555    -0.00332768     0.28079033             17
1369020489.53161621    46.19979858    14.10960007   137.44000435     0.35341465    -0.00622681     0.24669278             17
1369020491.53250837    46.20190144    14.11250019   137.27000237     0.34689080    -0.01030422     0.19497017             17
1369020493.53842878    46.20019913    14.11419964   137.10000038     0.39326115    -0.01305512     0.15171754             17
1369020495.53186035    46.19740009    14.11489964   136.90999985     0.48873825    -0.01467338     0.11504809             17
1369020497.54126692    46.19520187    14.11499977   136.68999672     0.56741661    -0.01507804     0.12011589             17
1369020499.53342390    46.19430065    14.11439991   136.40999794     0.61342257    -0.01343497     0.19448354             17
1369020501.53680420    46.19309902    14.11369991   136.09000206     0.63759646    -0.01264864     0.24945084             17
1369020503.54135847    46.19170189    14.11310005   135.76000214     0.59881903    -0.01433461     0.24888065             17
1369020505.53979492    46.19100094    14.11320019   135.41999817     0.56548293    -0.01543887     0.24742178             17
1369020507.53482056    46.18999958    14.11289978   135.10000229     0.55470428    -0.01378062     0.24129377             17
1369020509.53528547    46.18899822    14.11180019   134.79999542     0.54594095    -0.01230751     0.23455270             17
1369020511.53189087    46.19080067    14.11380005   134.46999550     0.57159167    -0.01396240     0.21686951             17
1369020513.55209351    46.19729996    14.11820030   134.13999557     0.59774295    -0.01564958     0.19884126             17
1369020515.61362410    46.20359898    14.12469959   133.80000114     0.59396853    -0.01180845     0.22923960             17
1369020517.53979492    46.20570183    14.12800026   133.43000412     0.59030343    -0.00875421     0.25353735             17
1369020519.53585815    46.20500088    14.12740040   133.05999756     0.58048942    -0.00890295     0.26766970             17
1369020521.54263306    46.20719910    14.12839985   132.70000458     0.56728474    -0.01220412     0.26771816             17
1369020523.53271484    46.22059822    14.13819981   132.34999657     0.56258009    -0.01279794     0.25704112             17
1369020525.53964233    46.23589993    14.15359974   131.99999809     0.56763313    -0.01027141     0.23382391             17
1369020527.53759766    46.24619961    14.16489983   131.64999962     0.57443760    -0.00872665     0.23890834             17
1369020529.53354597    46.25289917    14.16940022   131.28999710     0.58467748    -0.00872665     0.29205105             17
1369020531.53528547    46.25979900    14.17759991   130.92000008     0.58997660    -0.00920951     0.31354485             17
1369020533.53494263    46.26249790    14.17940044   130.55000305     0.58419603    -0.01086110     0.26299713             17
1369020535.57236433    46.26500130    14.18330002   130.19000053     0.57858129    -0.01169650     0.22314810             17
1369020537.55468750    46.26989841    14.18550014   129.82000351     0.57445116    -0.00921843     0.23103868             17
1369020539.53339338    46.27580166    14.19200039   129.46999550     0.57126912    -0.00730920     0.23711795             17
1369020541.53424788    46.27910137    14.19569969   129.09999847     0.57565555    -0.00839071     0.25515524             17
1369020543.53582764    46.28280163    14.19830036   128.75000000     0.58129143    -0.01000096     0.27457016             17
1369020545.53455305    46.28250122    14.19890022   128.38000298     0.58177378    -0.00930578     0.27560267             17
1369020547.53579712    46.28230095    14.19849968   128.02000046     0.58006719    -0.00759921     0.26880304             17
1369020549.53506470    46.28620148    14.20139980   127.63999939     0.57742874    -0.00748646     0.27607403             17
1369020551.53324080    46.28950119    14.20450020   127.25999832     0.57420716    -0.00829185     0.29159222             17
1369020553.53531599    46.29139900    14.20670033   126.89999580     0.57328075    -0.00913303     0.28445763             17
1369020555.53704834    46.29230022    14.20769978   126.52999878     0.57493717    -0.00996123     0.25284401             17
1369020557.54264021    46.29199982    14.20769978   126.16000175     0.57729006    -0.01047198     0.24275794             17
1369020559.56799316    46.29270077    14.20829964   125.79999924     0.58058212    -0.01047198     0.26602509             17
1369020561.59860945    46.29330158    14.20899963   125.43000221     0.58223575    -0.00976775     0.27912685             17
1369020563.68241072    46.29399776    14.20969963   125.05999565     0.57967064    -0.00720266     0.26614986             17
1369020565.53997803    46.29499912    14.21080017   124.68999863     0.57781638    -0.00534842     0.25676907             17
1369020567.54157209    46.29449844    14.21080017   124.30999756     0.57533499    -0.00602565     0.25144046             17
1369020569.53528547    46.29429817    14.21010017   123.94000053     0.57279246    -0.00687316     0.24633190             17
1369020571.54071045    46.29429817    14.21030045   123.57999802     0.57462827    -0.00626122     0.26321730             17
1369020573.57727766    46.29419804    14.21039963   123.21000099     0.57712478    -0.00542905     0.28348412             17
1369020575.53558350    46.29419804    14.21080017   122.84000397     0.57899986    -0.00782778     0.28224629             17
1369020577.54290771    46.29409790    14.21080017   122.46000290     0.58064140    -0.01111083     0.27472248             17
1369020579.53443098    46.29479885    14.21150017   122.10000038     0.57954045    -0.01056311     0.26857038             17
1369020581.56055403    46.29479885    14.21170044   121.73000336     0.57697305    -0.00799570     0.26295758             17
1369020583.55667114    46.29479885    14.21150017   121.35000229     0.57547991    -0.00650256     0.25159854             17
1369020585.57778931    46.29489899    14.21199989   120.98999977     0.57465790    -0.00568056     0.23590303             17
1369020587.54406738    46.29559994    14.21259975   120.62000275     0.57485889    -0.00539738     0.23584423             17
1369020589.53363752    46.29640102    14.21339989   120.24999619     0.57818640    -0.00622926     0.27929618             17
1369020591.56777954    46.29740238    14.21469975   119.89000320     0.58109791    -0.00659439     0.31380759             17
1369020593.53339338    46.29960060    14.21650028   119.51000214     0.58024869    -0.00319756     0.27191928             17
1369020595.53601074    46.30199909    14.21889973   119.13000107     0.57937859    -0.00002357     0.23286317             17
1369020597.54151106    46.30390167    14.22080040   118.76000404     0.57690583    -0.00084783     0.24597660             17
1369020599.59201050    46.30640030    14.22329998   118.38000298     0.57442352    -0.00167526     0.25914059             17
1369020601.53372192    46.30970001    14.22609997   118.02000046     0.57345429    -0.00326340     0.27642599             17
1369020603.54331160    46.31309986    14.22929955   117.65000343     0.57259937    -0.00497321     0.29463917             17
1369020605.54476929    46.31899834    14.23470020   117.29000092     0.57612078    -0.00523599     0.27719247             17
1369020607.53762817    46.32040024    14.23649979   116.92000389     0.58192341    -0.00523599     0.24503105             17
1369020609.54592896    46.32790089    14.24250031   116.54999733     0.58330905    -0.00523599     0.24721036             17
1369020611.53692627    46.32909775    14.24460030   116.16999626     0.58077319    -0.00523599     0.27943194             17
1369020613.54272461    46.33200169    14.24639988   115.79000473     0.57906493    -0.00446726     0.28908680             17
1369020615.54306030    46.33520126    14.24960041   115.41999817     0.57823615    -0.00280972     0.27363313             17
1369020617.58358765    46.33989811    14.25399971   115.05000114     0.57739729    -0.00143866     0.27062192             17
1369020619.53414917    46.34580135    14.25850010   114.67000008     0.57658962    -0.00063096     0.28882747             17
1369020621.53872681    46.35389805    14.26609993   114.28999901     0.57632100    -0.00072466     0.29158850             17
1369020623.59011841    46.35829926    14.27089977   113.90999794     0.57799877    -0.00408024     0.23851790             17
1369020625.53354597    46.36310101    14.27480030   113.54000092     0.57926675    -0.00661622     0.19840972             17
1369020627.53543806    46.36449814    14.27610016   113.15999985     0.58092287    -0.00624454     0.25026702             17
1369020629.53763533    46.36859894    14.27890015   112.77999878     0.58258645    -0.00541275     0.31532988             17
1369020631.54428816    46.37760162    14.28629971   112.39999771     0.58228722    -0.00393048     0.29589868             17
1369020633.53543806    46.38440132    14.29419994   112.01000214     0.58145422    -0.00226450     0.25345760             17
1369020635.57822371    46.38599873    14.29459953   111.63000107     0.58119464    -0.00290374     0.26166632             17
1369020637.54306030    46.38969898    14.29839993   111.25000000     0.58119464    -0.00457979     0.29267877             17
1369020639.54290771    46.40319824    14.30659962   110.86999893     0.58221046    -0.00523599     0.28655968             17
1369020641.53949690    46.41009808    14.31589985   110.48000336     0.58385544    -0.00523599     0.25698848             17
1369020643.53858137    46.42429829    14.32610035   110.08999825     0.58425321    -0.00393966     0.25535081             17
1369020645.55857038    46.45339966    14.35190010   109.70999718     0.58341858    -0.00143579     0.28100303             17
1369020647.55533552    46.47980213    14.37119961   109.30999756     0.58188572    -0.00035142     0.28852615             17
1369020649.53985596    46.51509762    14.40380001   108.92000198     0.57997729    -0.00098755     0.27551701             17
1369020651.53598022    46.53659821    14.41849995   108.54000092     0.57763289    -0.00174533     0.26186186             17
1369020653.57458496    46.59850121    14.47060013   108.14999580     0.57682608    -0.00174533     0.28277016             17
1369020655.54202271    46.66429996    14.52050018   107.74999619     0.57600256    -0.00174533     0.30411128             17
1369020657.54056501    46.69449806    14.55360031   107.37000465     0.57595867    -0.00017003     0.28166392             17
1369020659.54193115    46.70919895    14.56260014   106.97999954     0.57595867     0.00148284     0.25691801             17
1369020661.53601074    46.71269894    14.56490040   106.61000252     0.57595867     0.00033285     0.26698028             17
1369020663.54379272    46.72200203    14.56980038   106.21999741     0.57595867    -0.00132379     0.28339118             17
1369020665.54409790    46.73570156    14.58139992   105.85000038     0.57659636    -0.00365846     0.27225999             17
1369020667.54574585    46.74540043    14.59070015   105.48000336     0.57742299    -0.00613839     0.25241809             17
1369020669.56591797    46.74530029    14.58839989   105.10999680     0.57770395    -0.00644043     0.24210202             17
1369020671.63544416    46.74940109    14.59239960   104.73999977     0.57770395    -0.00558977     0.23648459             17
1369020673.65481567    46.75429821    14.59599972   104.37000275     0.57675178    -0.00428381     0.24341264             17
1369020675.54586792    46.75610065    14.59609985   104.01000023     0.57551686    -0.00304888     0.25542805             17
1369020677.54260254    46.75930023    14.59829998   103.64000320     0.57421333    -0.00213955     0.27032173             17
1369020679.53790283    46.76569939    14.60130024   103.28000069     0.57421333    -0.00378680     0.27955893             17
1369020681.54239607    46.77929878    14.61240005   102.91999817     0.57441936    -0.00554505     0.28505640             17
1369020683.53659773    46.79769993    14.62849998   102.55999565     0.57612095    -0.00809745     0.26334376             17
1369020685.53582764    46.80319786    14.63280010   102.20000267     0.57773790    -0.01047198     0.24385010             17
1369020687.53677368    46.80590153    14.63510036   101.82999611     0.57854424    -0.01047198     0.26061481             17
1369020689.59603882    46.80970192    14.63679981   101.47000313     0.57937389    -0.01047198     0.27786423             17
1369020691.56922102    46.81290150    14.64009953   101.11000061     0.57870193    -0.00972461     0.26858477             17
1369020693.54541731    46.81560040    14.64159966   100.74999809     0.57785415    -0.00887685     0.25628019             17
